id;Pedido;Cliente;DATA_PEDIDO;DTA_CRIA_OM;DTA_LIBERACAO_CREDITO;DATA_EST_PICK;STATUS;DATA_GERACAO_NF;DAT_MINUTA;Editora;sku;volume;peso;valor;NF
SCI1376994;1376994;ITAGYBA COMERCIAL LTDA - ME;;;16/12/2016;19/12/2016;FINALIZADO;23/12/2016;23/12/2016;SCIPIONE;5;121;21,058;3346,54;99638
SCI1378260;1378260;B.M.B. DISTRIBUIDORA DE LIVROS LTDA;;;21/12/2016;22/12/2016;FINALIZADO;23/12/2016;26/12/2016;SCIPIONE;3;85;87,125;7428,98;99669
SCI1383801;1383801;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;03/01/2017;03/01/2017;FINALIZADO;05/01/2017;05/01/2017;SCIPIONE;4;66;28,475;3338,61;Entrega Confirmada
SCI1251007;1251007;EDITORA ATICA S/A;;;;10/11/2016;FINALIZADO;10/11/2016;10/11/2016;SCIPIONE;3;16;7,915;1180,56;98351
SCI1347565;1347565;JOSE AUGUSTO SANTIAGO FERNANDES;;;;10/11/2016;FINALIZADO;11/11/2016;11/11/2016;SCIPIONE;1;1;0,27;10,88;98379
SCI1347952;1347952;SARAIVA E SICILIANO S/A;;;;11/11/2016;FINALIZADO;12/11/2016;14/11/2016;SCIPIONE;1;1;0,21;22,83;98398
SCI1347777;1347777;HONI PEREIRA DO NASCIMENTO;;;;11/11/2016;FINALIZADO;14/11/2016;16/11/2016;SCIPIONE;1;5;15,425;6,25;98418
SCI1354446;1354446;COLEGIO MALLET SOARES;;;;17/11/2016;FINALIZADO;17/11/2016;18/11/2016;SCIPIONE;2;4;1,746;16,48;98469
SCI1355175;1355175;PATRICIA SANCHES;;;;22/11/2016;FINALIZADO;22/11/2016;23/11/2016;SCIPIONE;1;2;0,25;22,76;98571
SCI1359622;1359622;PAPELARIA E BAZAR SANTA INEZ LTDA                 ;;;30/11/2016;02/12/2016;FINALIZADO;05/12/2016;07/12/2016;SCIPIONE;7;7;3,995;494,02;98923
SCI1367289;1367289;SOCIEDADE AGOSTINIANA DE EDUCACAO E ASSISTENCIA;;;01/12/2016;02/12/2016;FINALIZADO;07/12/2016;08/12/2016;SCIPIONE;3;340;656,8;35996,8;99014
SCI1368731;1368731;FEIRA LIVRO COMERCIO LTDA;;;;11/12/2016;FINALIZADO;12/12/2016;13/12/2016;SCIPIONE;3;3;1,425;174,23;99159
SCI1369995;1369995;ABECEDARIUM PAPELARIA LTDA - ME;;;12/12/2016;13/12/2016;FINALIZADO;14/12/2016;14/12/2016;SCIPIONE;1;3;0,45;89,25;99281
SCI1375003;1375003;SARAIVA E SICILIANO S/A;;;13/12/2016;14/12/2016;FINALIZADO;14/12/2016;;SCIPIONE;2;16;10,7;1255,13;99313
SCI1377516;1377516;ABC DISTRIBUIDORA DE LIVROS LTDA - ME;;;19/12/2016;22/12/2016;FINALIZADO;29/12/2016;03/01/2017;SCIPIONE;52;2253;2162,053;180706,28;99853
SCI1378936;1378936;SARAIVA E SICILIANO S/A;;;02/01/2017;02/01/2017;FINALIZADO;03/01/2017;;SCIPIONE;28;123;20,442;2990,31;99917
SCI1383383;1383383;LIVROMAT LIVRARIA E PAPELARIA LTDA - EPP;;;03/01/2017;03/01/2017;FINALIZADO;04/01/2017;04/01/2017;SCIPIONE;33;47;17,585;2230,48;99938
SCI1346978;1346978;BAZAR E PAPELARIA TAKAHASHI LTDA - EPP;;;07/11/2016;08/11/2016;FINALIZADO;08/11/2016;09/11/2016;SCIPIONE;1;1;0,225;27,14;98300
SCI1355236;1355236;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;;22/11/2016;FINALIZADO;23/11/2016;23/11/2016;SCIPIONE;5;236;91,11;9168,16;98599
SCI1355679;1355679;ABC DISTRIBUIDORA DE LIVROS LTDA - ME;;;;23/11/2016;FINALIZADO;24/11/2016;24/11/2016;SCIPIONE;3;3;1,855;96,26;98616
SCI1355761;1355761;ESC.MAT.CHAPEUZINHO VERMELHO;;;;24/11/2016;FINALIZADO;24/11/2016;25/11/2016;SCIPIONE;2;4;1,746;16,48;98697
SCI1355779;1355779;LIVRARIA DA FOLHA LTDA.;;;24/11/2016;24/11/2016;FINALIZADO;26/11/2016;28/11/2016;SCIPIONE;11;12;5,138;702,5;98744
SCI1356497;1356497;EDITORA SCIPIONE S/A;;;;29/11/2016;FINALIZADO;30/11/2016;02/12/2016;SCIPIONE;1;500;10;1875;98835
SCI1370035;1370035;MARIA LAURA SANTOS BACELLAR;;;;13/12/2016;FINALIZADO;13/12/2016;14/12/2016;SCIPIONE;1;10;1,95;114,8;99250
SCI1359555;1359555;SISTEMA P H DE ENSINO LTDA;;;08/12/2016;13/12/2016;FINALIZADO;13/12/2016;14/12/2016;SCIPIONE;2;73;21,495;2230,51;99259
SCI1369763;1369763;PEQUENOS BRILHANTES DE BARRA MANSA CENTRO EDUCACIO;;;;12/12/2016;FINALIZADO;14/12/2016;15/12/2016;SCIPIONE;2;2;0,873;8,24;99268
SCI1369574;1369574;COLEGIO EDIAL LTDA - ME;;;12/12/2016;13/12/2016;FINALIZADO;14/12/2016;15/12/2016;SCIPIONE;12;430;48,435;9279;99309
SCI1377274;1377274;B.M.B. DISTRIBUIDORA DE LIVROS LTDA;;;;19/12/2016;FINALIZADO;20/12/2016;21/12/2016;SCIPIONE;1;1;1,14;58;99532
SCI1375499;1375499;CENTRO EDUCACIONAL SEMENTINHA PRECIOSA LTDA - ME;;;;19/12/2016;FINALIZADO;22/12/2016;23/12/2016;SCIPIONE;2;2;0,873;8,24;99582
SCI1377615;1377615;INOVACAO DISTRIBUIDORA DE LIVROS LTDA.;;;;21/12/2016;FINALIZADO;27/12/2016;27/12/2016;SCIPIONE;12;149;27,395;4334,6;99738
SCI1384250;1384250;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;03/01/2017;03/01/2017;FINALIZADO;03/01/2017;03/01/2017;SCIPIONE;2;19;3,46;397,28;99919
SCI1384327;1384327;SARAIVA E SICILIANO S/A;;;03/01/2017;03/01/2017;FINALIZADO;05/01/2017;;SCIPIONE;1;1;0,37;20,9;Entrega Confirmada
SCI1346198;1346198;COLEGIO PRIMO TAPIA LTDA;;;;01/11/2016;FINALIZADO;03/11/2016;03/11/2016;SCIPIONE;1;22;2,75;654,5;98179
SCI1347324;1347324;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;;08/11/2016;FINALIZADO;09/11/2016;09/11/2016;SCIPIONE;33;301;262,264;8736,02;98327
SCI1354313;1354313;LIVRARIA E PAPELARIA GOTINHA LTDA - ME;;;;16/11/2016;FINALIZADO;17/11/2016;18/11/2016;SCIPIONE;2;6;11,025;827,19;98451
SCI1354256;1354256;A. J. P. TOSTA - ME;;;16/11/2016;16/11/2016;FINALIZADO;17/11/2016;17/11/2016;SCIPIONE;1;5;0,75;132;98458
SCI1355368;1355368;COMERCIO DE APARAS PRIMOS DE RIO CLARO LTDA.;;;;22/11/2016;FINALIZADO;22/11/2016;23/11/2016;SCIPIONE;13;19093;21671,365;1506851,7;98579
SCI1355397;1355397;B.M.B. DISTRIBUIDORA DE LIVROS LTDA;;;;23/11/2016;FINALIZADO;24/11/2016;28/11/2016;SCIPIONE;1;2;0,11;13,26;98623
SCI1355543;1355543;PASSOS FIRMES RECREACAO INFANTIL S/S LTDA - ME;;;;23/11/2016;FINALIZADO;24/11/2016;25/11/2016;SCIPIONE;2;2;0,873;8,24;98658
SCI1363025;1363025;ORLA COMERCIO E DISTRIBUIDORA DE LIVROS LTDA - EPP;;;30/11/2016;02/12/2016;FINALIZADO;05/12/2016;07/12/2016;SCIPIONE;13;330;349,575;22935,14;98943
SCI1369066;1369066;BOOKPARTNERS BRASIL EDITORA E DISTRIBUIDORA DE LIV;;;;11/12/2016;FINALIZADO;12/12/2016;13/12/2016;SCIPIONE;30;49;18,21;2509,76;99109
SCI1369004;1369004;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;08/12/2016;13/12/2016;FINALIZADO;14/12/2016;15/12/2016;SCIPIONE;1;5;6,05;318,31;99299
SCI1369185;1369185;SISTEMA P H DE ENSINO LTDA;;;08/12/2016;13/12/2016;FINALIZADO;14/12/2016;14/12/2016;SCIPIONE;5;103;26,725;2978,24;99308
SCI1375671;1375671;WILLIAM RAFAEL TUCCI;;;;15/12/2016;FINALIZADO;16/12/2016;19/12/2016;SCIPIONE;1;3;0,27;29,64;99407
SCI1377024;1377024;LIVRARIA DA VILA LTDA;;;;19/12/2016;FINALIZADO;22/12/2016;22/12/2016;SCIPIONE;8;80;14,05;2289,95;99576
SCI1377099;1377099;BOOKPARTNERS BRASIL EDITORA E DISTRIBUIDORA DE LIV;;;16/12/2016;19/12/2016;FINALIZADO;23/12/2016;23/12/2016;SCIPIONE;24;46;11,079;1793,62;99634
SCI1377208;1377208;LIVRARIA EM CASA TELLINI COMERCIO LTDA - ME;;;;21/12/2016;FINALIZADO;28/12/2016;29/12/2016;SCIPIONE;5;8;4,57;608,89;99837
REQ35352;35352;EDITORA SCIPIONE S/A;;;;19/12/2016;FINALIZADO;29/12/2016;29/12/2016;REQUISICAO SCIPIONE;21;4600;5334,65;207947,5;99842
SCI1346586;1346586;BAZAR PAPIDEL LTDA;;;03/11/2016;03/11/2016;FINALIZADO;04/11/2016;04/11/2016;SCIPIONE;1;1;0,135;26,47;98208
SCI1347056;1347056;PETROPOLIS BOOK CAFE LTDA - ME;;;07/11/2016;08/11/2016;FINALIZADO;08/11/2016;09/11/2016;SCIPIONE;1;1;0,145;28,48;98317
SCI1347492;1347492;LITERATO DISTRIBUIDORA DE LIVROS LTDA EPP - EPP;;;;09/11/2016;FINALIZADO;10/11/2016;10/11/2016;SCIPIONE;1;1;0,155;24,74;98345
SCI1354783;1354783;LITERATO DISTRIBUIDORA DE LIVROS LTDA EPP - EPP;;;;18/11/2016;FINALIZADO;19/11/2016;21/11/2016;SCIPIONE;2;40;8,6;965,52;98522
SCI1356188;1356188;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;;02/12/2016;FINALIZADO;04/12/2016;06/12/2016;SCIPIONE;94;1848;264,648;37249,54;98903
SCI1359720;1359720;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;30/11/2016;02/12/2016;FINALIZADO;05/12/2016;07/12/2016;SCIPIONE;7;80;17,679;2503,25;98919
SCI1367595;1367595;DISAL SA DISTRIBUIDORES ASSOCIADOS DE LIVROS;;;01/12/2016;02/12/2016;FINALIZADO;06/12/2016;07/12/2016;SCIPIONE;1;1;0,68;91,91;98966
SCI1367818;1367818;EDITORA WMF MARTINS FONTES LTDA;;;02/12/2016;02/12/2016;FINALIZADO;06/12/2016;07/12/2016;SCIPIONE;1;1;0,185;26,98;98976
SCI1251031;1251031;EDITORA ATICA S/A;;;;14/12/2016;FINALIZADO;14/12/2016;14/12/2016;SCIPIONE;5;5;3,075;297,54;99315
SCI1375168;1375168;BOOK STOP LIVRARIA E EDITORA LTDA;;;13/12/2016;14/12/2016;FINALIZADO;14/12/2016;15/12/2016;SCIPIONE;5;5;3,145;346,4;99328
SCI1376697;1376697;DLP- DISTRIBUIDORA DE LIVROS PARAENSE LTDA - EPP;;;;16/12/2016;FINALIZADO;18/12/2016;21/12/2016;SCIPIONE;14;332;164,67;11684,52;99482
SCI1375361;1375361;B.M.B. DISTRIBUIDORA DE LIVROS LTDA;;;15/12/2016;16/12/2016;FINALIZADO;21/12/2016;21/12/2016;SCIPIONE;60;3290;1434,57;161692,69;99546
SCI1251041;1251041;EDITORA ATICA S/A;;;;27/12/2016;FINALIZADO;27/12/2016;28/12/2016;SCIPIONE;20;20;12,426;1113,06;99780
SCI1377469;1377469;ORLA COMERCIO E DISTRIBUIDORA DE LIVROS LTDA - EPP;;;19/12/2016;21/12/2016;FINALIZADO;27/12/2016;28/12/2016;SCIPIONE;1;10;13,3;1145,4;99789
SCI1383980;1383980;SISTEMA EDUCACIONAL MASTER LTDA - ME;;;03/01/2017;04/01/2017;FINALIZADO;05/01/2017;05/01/2017;SCIPIONE;2;26;4,46;673,8;Entrega Confirmada
SCI1346624;1346624;JORGE CARLOS DE BRITO JUNIOR;;;;03/11/2016;FINALIZADO;04/11/2016;08/11/2016;SCIPIONE;1;3;0,435;31,14;98209
SCI1356040;1356040;PAPELARIA DISBRAPE LTDA - ME;;;;28/11/2016;FINALIZADO;30/11/2016;30/11/2016;SCIPIONE;1;15;6,525;754,46;98820
SCI1368277;1368277;EDUCANDARIO LAPIS DE COR;;;05/12/2016;08/12/2016;FINALIZADO;09/12/2016;12/12/2016;SCIPIONE;5;126;44,35;8485,4;99061
SCI1367506;1367506;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;07/12/2016;07/12/2016;FINALIZADO;10/12/2016;12/12/2016;SCIPIONE;55;1520;254,565;33285,2;99085
SCI1368574;1368574;DISTRIBUIDORA DE LIVROS DOM QUIXOTE LTDA;;;08/12/2016;14/12/2016;FINALIZADO;15/12/2016;15/12/2016;SCIPIONE;40;764;126,769;16245,88;99334
SCI1377091;1377091;MARTINS FONTES & CIA LTDA;;;;19/12/2016;FINALIZADO;23/12/2016;23/12/2016;SCIPIONE;21;64;84,205;6237,7;99629
SCI1377108;1377108;BOOKPARTNERS BRASIL EDITORA E DISTRIBUIDORA DE LIV;;;16/12/2016;19/12/2016;FINALIZADO;23/12/2016;26/12/2016;SCIPIONE;27;58;48,775;4852,57;99652
SCI1375372;1375372;EDUCATIVA LIVRARIA, EDITORA E PEDAGOGICAS - EIRELI;;;21/12/2016;22/12/2016;FINALIZADO;26/12/2016;26/12/2016;SCIPIONE;4;120;32,1;3455,4;99710
SCI1377323;1377323;SARAIVA E SICILIANO S/A;;;19/12/2016;21/12/2016;FINALIZADO;27/12/2016;27/12/2016;SCIPIONE;1;20;3,1;533,5;99733
SCI1346248;1346248;JEFFERSON WILLIAM DA SILVA;;;;01/11/2016;FINALIZADO;02/11/2016;03/11/2016;SCIPIONE;5;5;2,145;146,22;98168
REQ33554;33554;EDITORA SCIPIONE S/A;;;;10/11/2016;FINALIZADO;11/11/2016;11/11/2016;REQUISICAO SCIPIONE;16;1630;700,55;177202,5;98384
SCI1347835;1347835;NAVARRO EMPREENDIMENTOS EDUCACIONAIS LTDA ME;;;11/11/2016;11/11/2016;FINALIZADO;12/11/2016;14/11/2016;SCIPIONE;4;39;45,18;2604;98399
SCI33714;33714;LOURDINHA EMBALAGENS TECNICAS E PROMOCIONAIS LTDA ;;;;14/11/2016;FINALIZADO;16/11/2016;16/11/2016;SCIPIONE;7;25500;3723;171262,5;98435
SCI1354435;1354435;LIVRARIA DA VILA LTDA;;;17/11/2016;17/11/2016;FINALIZADO;18/11/2016;18/11/2016;SCIPIONE;1;9;1,125;231,08;98478
SCI1354659;1354659;LIVRARIA MARGARIDA DISTRIBUIDORA E REP DE LIVROS L;;;18/11/2016;18/11/2016;FINALIZADO;19/11/2016;21/11/2016;SCIPIONE;59;1490;750,45;77021,1;98533
SCI1355150;1355150;MIGUEL GODOY LADEIRA;;;;22/11/2016;FINALIZADO;22/11/2016;23/11/2016;SCIPIONE;1;3;0,495;31,89;98580
SCI1355470;1355470;COLEGIO PORTAL DE LIMEIRA SC LTDA;;;;23/11/2016;FINALIZADO;24/11/2016;25/11/2016;SCIPIONE;2;4;1,746;16,48;98650
SCI1355204;1355204;LIVROS E PAPEIS CASTELO LTDA - ME;;;22/11/2016;23/11/2016;FINALIZADO;24/11/2016;25/11/2016;SCIPIONE;2;3;1,1;155,32;98674
SCI1355965;1355965;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;24/11/2016;25/11/2016;FINALIZADO;26/11/2016;28/11/2016;SCIPIONE;10;87;20,515;4000,74;98730
SCI1356142;1356142;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;;02/12/2016;FINALIZADO;04/12/2016;07/12/2016;SCIPIONE;77;1817;279,733;42130,05;98898
SCI1367608;1367608;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;07/12/2016;07/12/2016;FINALIZADO;10/12/2016;12/12/2016;SCIPIONE;78;9835;7893;676178,35;99084
SCI1346763;1346763;REAL LIVROS PERUIBE LTDA.;;;04/11/2016;04/11/2016;FINALIZADO;05/11/2016;07/11/2016;SCIPIONE;1;1;0,19;30,75;98222
SCI1347647;1347647;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;10/11/2016;10/11/2016;FINALIZADO;10/11/2016;10/11/2016;SCIPIONE;1;4;0,8;95,47;98355
REQ33967;33967;EDITORA SCIPIONE S/A;;;;18/11/2016;FINALIZADO;19/11/2016;21/11/2016;REQUISICAO SCIPIONE;1;150;67,5;3693,75;98529
SCI1355487;1355487;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;23/11/2016;23/11/2016;FINALIZADO;24/11/2016;28/11/2016;SCIPIONE;1;15;14,475;1680,62;98639
SCI1355684;1355684;SARAIVA E SICILIANO S/A;;;23/11/2016;24/11/2016;FINALIZADO;28/11/2016;29/11/2016;SCIPIONE;30;2251;2086,202;170588,54;98767
SCI1368704;1368704;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;08/12/2016;14/12/2016;FINALIZADO;15/12/2016;15/12/2016;SCIPIONE;38;1335;208,225;27958,71;99336
SCI1369541;1369541;MD DISTRIBUIDORA DE LIVROS LTDA - EPP;;;14/12/2016;15/12/2016;FINALIZADO;16/12/2016;21/12/2016;SCIPIONE;3;84;316,12;9886,04;99394
SCI1375397;1375397;LIVRARIA MARGARIDA DISTRIBUIDORA E REP DE LIVROS L;;;16/12/2016;16/12/2016;FINALIZADO;19/12/2016;19/12/2016;SCIPIONE;25;1610;264,23;38980,47;99496
SCI1376543;1376543;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;;22/12/2016;FINALIZADO;23/12/2016;26/12/2016;SCIPIONE;22;95;41,48;2047,97;99662
SCI1377029;1377029;VANDA REJANI FERREIRA EPP;;;16/12/2016;21/12/2016;FINALIZADO;24/12/2016;26/12/2016;SCIPIONE;8;80;63,75;5013,4;99696
SCI1377351;1377351;KATIA CILENE RILLOS MARAN - ME;;;;21/12/2016;FINALIZADO;27/12/2016;28/12/2016;SCIPIONE;1;1;0,655;63,15;99771
SCI1384491;1384491;ITAGYBA COMERCIAL LTDA - ME;;;04/01/2017;04/01/2017;FINALIZADO;06/01/2017;;SCIPIONE;1;1;1,11;104,65;Entrega Confirmada
SCI1347376;1347376;CASA DE LIVROS COMERCIO LTDA - EPP;;;;09/11/2016;FINALIZADO;10/11/2016;10/11/2016;SCIPIONE;1;5;0,525;120,25;98349
REQ33555;33555;EDITORA SCIPIONE S/A;;;;10/11/2016;FINALIZADO;11/11/2016;11/11/2016;REQUISICAO SCIPIONE;12;690;606,4;20453,25;98381
SCI1354239;1354239;COLEGIO ARNOSO COSTA LTDA;;;;16/11/2016;FINALIZADO;16/11/2016;17/11/2016;SCIPIONE;1;1;0,55;70;98441
SCI1355049;1355049;SARAIVA E SICILIANO S/A;;;21/11/2016;21/11/2016;FINALIZADO;22/11/2016;23/11/2016;SCIPIONE;8;35;5,17;750,99;98563
SCI1355488;1355488;LIVROS E PAPEIS CASTELO LTDA - ME;;;23/11/2016;23/11/2016;FINALIZADO;24/11/2016;25/11/2016;SCIPIONE;1;10;2;307,53;98654
SCI1355783;1355783;PROV BRAS DA CONGREG IRMAS FILHAS CAR S VICENTE PA;;;;24/11/2016;FINALIZADO;25/11/2016;25/11/2016;SCIPIONE;2;2;0,873;8,24;98700
SCI1355724;1355724;R & B DISTRIBUIDORA DE LIVROS LTDA - ME;;;23/11/2016;24/11/2016;FINALIZADO;25/11/2016;30/11/2016;SCIPIONE;44;2008;1483,12;100842,41;98721
SCI1356196;1356196;DISTRIBUIDORA DE LIVROS DOM QUIXOTE LTDA;;;25/11/2016;25/11/2016;FINALIZADO;26/11/2016;02/12/2016;SCIPIONE;4;35;11,77;1620,65;98729
SCI1355699;1355699;SARAIVA E SICILIANO S/A;;;24/11/2016;24/11/2016;FINALIZADO;29/11/2016;29/11/2016;SCIPIONE;30;2594;1432,35;143397,57;98770
SCI1356335;1356335;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;;29/11/2016;FINALIZADO;30/11/2016;02/12/2016;SCIPIONE;3;75;21,35;706,65;98844
SCI1359780;1359780;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;;05/12/2016;FINALIZADO;07/12/2016;09/12/2016;SCIPIONE;66;2325;2514,125;215521,12;98994
SCI1368823;1368823;SARAIVA E SICILIANO S/A;;;07/12/2016;11/12/2016;FINALIZADO;12/12/2016;12/12/2016;SCIPIONE;10;30;5,335;719,92;99096
SCI1369278;1369278;CLAUDIA CARRERA NEVES BRAZ;;;;11/12/2016;FINALIZADO;12/12/2016;13/12/2016;SCIPIONE;1;2;0,11;9,96;99163
SCI1368720;1368720;ITAGYBA COMERCIAL LTDA - ME;;;07/12/2016;13/12/2016;FINALIZADO;14/12/2016;14/12/2016;SCIPIONE;1;5;0,525;138,13;99266
SCI1375775;1375775;CASA DE LIVROS COMERCIO LTDA - EPP;;;;15/12/2016;FINALIZADO;16/12/2016;16/12/2016;SCIPIONE;9;161;101,41;13060,4;99397
SCI1375479;1375479;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;;19/12/2016;FINALIZADO;21/12/2016;21/12/2016;SCIPIONE;22;39;4,78;354,11;99550
SCI1375715;1375715;LEGAL LIVROS LTDA - EPP;;;14/12/2016;19/12/2016;FINALIZADO;22/12/2016;23/12/2016;SCIPIONE;9;1230;1346,85;46758,75;99624
SCI1377106;1377106;ITAGYBA COMERCIAL LTDA - ME;;;16/12/2016;19/12/2016;FINALIZADO;23/12/2016;23/12/2016;SCIPIONE;10;367;197,118;27643,01;99643
SCI1377336;1377336;RANZANI TISEO LIVRARIA LTDA ME;;;;21/12/2016;FINALIZADO;27/12/2016;28/12/2016;SCIPIONE;1;12;1,98;226,88;99773
SCI1384198;1384198;B.M.B. DISTRIBUIDORA DE LIVROS LTDA;;;03/01/2017;03/01/2017;FINALIZADO;06/01/2017;;SCIPIONE;35;312;64,68;9213,13;Entrega Confirmada
SCI1346291;1346291;ANDRE S LIVRARIA E REVISTARIA LTDA ME;;;01/11/2016;01/11/2016;FINALIZADO;03/11/2016;03/11/2016;SCIPIONE;4;10;1,292;278,73;98171
SCI1346423;1346423;DE OLHO NO LIVRO DISTRIBUIDORA LTDA - EPP;;;01/11/2016;03/11/2016;FINALIZADO;03/11/2016;04/11/2016;SCIPIONE;3;15;1,296;289,65;98187
SCI1346469;1346469;B.M.B. DISTRIBUIDORA DE LIVROS LTDA;;;;03/11/2016;FINALIZADO;04/11/2016;04/11/2016;SCIPIONE;52;235;33,72;5089,59;98202
SCI1355119;1355119;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;21/11/2016;22/11/2016;FINALIZADO;22/11/2016;24/11/2016;SCIPIONE;9;47;29,14;1706,38;98575
SCI1355790;1355790;COLEGIO MERITO LTDA - ME;;;;24/11/2016;FINALIZADO;25/11/2016;25/11/2016;SCIPIONE;2;2;0,873;8,24;98711
SCI1356320;1356320;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;;29/11/2016;FINALIZADO;30/11/2016;02/12/2016;SCIPIONE;3;290;107,8;3042,9;98822
SCI1367801;1367801;BONNARO COMERCIO E REPRESENTACAO LTDA - ME;;;;02/12/2016;FINALIZADO;06/12/2016;07/12/2016;SCIPIONE;2;2;0,295;46,2;98974
SCI1368293;1368293;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;;08/12/2016;FINALIZADO;09/12/2016;12/12/2016;SCIPIONE;2;3;0,34;20,84;99062
SCI1368250;1368250;INOVACAO DISTRIBUIDORA DE LIVROS LTDA.;;;;08/12/2016;FINALIZADO;09/12/2016;12/12/2016;SCIPIONE;13;110;25,18;3714,69;99063
SCI1369593;1369593;SARAIVA E SICILIANO S/A;;;09/12/2016;11/12/2016;FINALIZADO;12/12/2016;15/12/2016;SCIPIONE;6;80;266,53;9697,6;99176
SCI1368353;1368353;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;;;06/12/2016;09/12/2016;FINALIZADO;13/12/2016;16/12/2016;SCIPIONE;174;520;249,843;23487,85;99232
SCI1367834;1367834;LIVRARIA LIVRO FACIL LTDA;;;02/12/2016;13/12/2016;FINALIZADO;14/12/2016;14/12/2016;SCIPIONE;20;312;203,7;24755,93;99267
SCI1374910;1374910;LIVRARIA LIVRO FACIL LTDA;;;13/12/2016;13/12/2016;FINALIZADO;14/12/2016;14/12/2016;SCIPIONE;2;33;5,685;870,42;99297
SCI1376950;1376950;ITAGYBA COMERCIAL LTDA - ME;;;16/12/2016;19/12/2016;FINALIZADO;23/12/2016;23/12/2016;SCIPIONE;4;48;16,74;2904;99637
SCI1377162;1377162;ESCOLA VILA ALEGRIA LTDA;;;18/12/2016;21/12/2016;FINALIZADO;26/12/2016;27/12/2016;SCIPIONE;28;280;165,45;19132,4;99728
SCI1383465;1383465;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;02/01/2017;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;SCIPIONE;7;52;8,22;1076,51;99887
SCI1379048;1379048;SARAIVA E SICILIANO S/A;;;03/01/2017;03/01/2017;FINALIZADO;05/01/2017;;SCIPIONE;1;10;7;780,58;Entrega Confirmada
SCI1375371;1375371;B.M.B. DISTRIBUIDORA DE LIVROS LTDA;;;05/01/2017;05/01/2017;FINALIZADO;06/01/2017;;SCIPIONE;13;199;32,67;4141,1;Entrega Confirmada
REQ33179;33179;EDITORA SCIPIONE S/A;;;;01/11/2016;FINALIZADO;04/11/2016;04/11/2016;REQUISICAO SCIPIONE;6;160;349,42;1365;98216
